event_id,timestamp,label,amount,merchant_category,risk_score,velocity_1h,device_type,device_fingerprint,ip_hash,region,card_type,issuing_bank,account_age_days,is_new_device,failed_auth_attempts,session_duration_sec,is_international,distance_from_home_km,chargeback_risk_band,flagged_for_review
EVT-10571,2026-05-18T22:07:19Z,suspicious,6809.62,ATM,0.4717,8,desktop,FP-12044,ip-810105,Northeast,Visa,US Bank,324,False,1,805,False,138.4,MEDIUM,True
EVT-10867,2026-05-18T22:07:19Z,suspicious,8779.45,Wire Transfer,0.6215,17,unknown,FP-71423,ip-116165,West,Amex,Wells Fargo,2585,False,0,384,False,129.2,HIGH,False
EVT-10148,2026-05-18T22:07:19Z,suspicious,14030.97,Crypto Exchange,0.662,13,mobile,FP-41906,ip-402024,Northeast,Discover,Citibank,2320,False,1,189,False,33.5,HIGH,True
EVT-10817,2026-05-18T22:11:19Z,normal,1533.07,Crypto Exchange,0.3008,1,mobile,FP-71012,ip-628879,Northeast,Amex,Wells Fargo,3488,False,0,500,False,47.8,LOW,False
EVT-10406,2026-05-18T22:13:19Z,suspicious,6914.93,Crypto Exchange,0.5107,13,unknown,FP-78227,ip-534072,Midwest,Mastercard,Citibank,2522,False,0,669,False,14.1,MEDIUM,True
EVT-10621,2026-05-18T22:17:19Z,suspicious,16207.67,Wire Transfer,0.7469,16,mobile,FP-99338,ip-185225,Southwest,Amex,Bank of America,364,False,0,274,False,16.0,HIGH,False
EVT-10305,2026-05-18T22:21:19Z,suspicious,10483.29,E-Commerce,0.6674,14,mobile,FP-37355,ip-340277,Southeast,Mastercard,US Bank,3623,False,1,724,False,99.7,HIGH,True
EVT-10038,2026-05-18T22:21:19Z,normal,1170.71,Subscription,0.1605,5,unknown,FP-68897,ip-799663,Midwest,Discover,TD Bank,3127,False,0,259,False,69.6,LOW,False
EVT-10086,2026-05-18T22:22:19Z,normal,2289.83,Subscription,0.1594,2,unknown,FP-19552,ip-625687,Southeast,Mastercard,Bank of America,3205,False,1,608,False,78.6,LOW,False
EVT-10911,2026-05-18T22:23:19Z,normal,591.82,ATM,0.1442,3,unknown,FP-30451,ip-361825,Northeast,Visa,US Bank,1335,False,0,506,False,131.8,LOW,False
EVT-10881,2026-05-18T22:23:19Z,normal,344.1,E-Commerce,0.21,7,tablet,FP-49906,ip-577692,Northeast,Visa,Chase,2397,False,1,261,False,125.8,LOW,False
EVT-10908,2026-05-18T22:25:19Z,suspicious,16487.19,POS Retail,0.5961,17,desktop,FP-87245,ip-693479,Northwest,Discover,TD Bank,1710,False,0,98,False,99.2,HIGH,True
EVT-10840,2026-05-18T22:28:19Z,fraudulent,52294.85,E-Commerce,0.9884,27,desktop,FP-48970,ip-912341,Northeast,Mastercard,Citibank,21,True,2,45,False,5.2,VERY_HIGH,True
EVT-10478,2026-05-18T22:30:19Z,fraudulent,24082.8,Wire Transfer,0.8987,24,desktop,FP-79655,ip-621297,Midwest,Visa,Wells Fargo,2,True,5,23,False,172.8,VERY_HIGH,False
EVT-10914,2026-05-18T22:30:19Z,normal,4629.9,ATM,0.095,2,mobile,FP-66724,ip-639443,Midwest,Visa,Bank of America,2754,False,0,350,False,173.2,LOW,False
EVT-10655,2026-05-18T22:31:19Z,normal,2857.4,ATM,0.1497,6,desktop,FP-16870,ip-477202,Northwest,Discover,Citibank,2266,False,0,512,False,121.3,LOW,False
EVT-10862,2026-05-18T22:32:19Z,suspicious,14159.14,ATM,0.5873,8,desktop,FP-64254,ip-366881,Southeast,Mastercard,Chase,2399,False,0,636,False,196.6,HIGH,False
EVT-10581,2026-05-18T22:34:19Z,normal,675.07,E-Commerce,0.1365,5,tablet,FP-80822,ip-940934,West,Discover,Chase,1099,False,1,407,False,16.0,LOW,False
EVT-10931,2026-05-18T22:34:19Z,suspicious,1200.41,Subscription,0.5562,11,unknown,FP-25027,ip-514030,Northeast,Discover,Capital One,1773,False,0,613,False,77.6,HIGH,True
EVT-10294,2026-05-18T22:36:19Z,normal,130.24,ATM,0.1259,5,desktop,FP-22581,ip-940934,Midwest,Visa,Chase,3268,False,0,603,False,88.2,LOW,False
EVT-10304,2026-05-18T22:36:19Z,suspicious,7843.44,Wire Transfer,0.6024,14,desktop,FP-69787,ip-568919,Southeast,Discover,Wells Fargo,1664,False,0,823,False,112.9,HIGH,True
EVT-10665,2026-05-18T22:39:19Z,suspicious,17722.99,Wire Transfer,0.4461,15,tablet,FP-23707,ip-791781,Midwest,Visa,PNC Bank,3390,False,1,236,False,131.9,MEDIUM,True
EVT-10417,2026-05-18T22:40:19Z,normal,294.99,Wire Transfer,0.3666,3,desktop,FP-49169,ip-808197,Southwest,Amex,TD Bank,3431,False,0,427,False,81.7,MEDIUM,False
EVT-10718,2026-05-18T22:42:19Z,normal,313.74,Subscription,0.2355,1,tablet,FP-18104,ip-335025,Northwest,Mastercard,Citibank,2019,False,1,96,False,16.7,LOW,False
EVT-10429,2026-05-18T22:43:19Z,normal,30.79,Crypto Exchange,0.1964,1,unknown,FP-49498,ip-877882,Northwest,Visa,Bank of America,3647,False,0,842,False,63.2,LOW,False
EVT-10961,2026-05-18T22:47:19Z,normal,895.82,ATM,0.2457,4,unknown,FP-48970,ip-823924,West,Visa,Capital One,3138,False,1,412,False,61.6,LOW,False
EVT-10300,2026-05-18T22:53:19Z,normal,823.13,Subscription,0.2115,3,mobile,FP-72708,ip-477202,Midwest,Discover,Bank of America,2075,False,1,836,False,112.5,LOW,False
EVT-10281,2026-05-18T22:53:19Z,suspicious,14694.74,E-Commerce,0.4843,19,desktop,FP-67124,ip-906543,Midwest,Visa,US Bank,1394,False,0,201,False,22.4,MEDIUM,False
EVT-10089,2026-05-18T22:54:19Z,normal,1854.97,Subscription,0.0264,5,desktop,FP-18032,ip-545558,Northwest,Discover,Bank of America,3079,False,0,562,False,129.3,LOW,False
EVT-10649,2026-05-18T22:54:19Z,normal,1401.79,POS Retail,0.0544,4,desktop,FP-50111,ip-348262,Northeast,Mastercard,Capital One,975,False,1,734,False,84.4,LOW,False
EVT-10988,2026-05-18T22:54:19Z,normal,2284.14,E-Commerce,0.0784,2,unknown,FP-51568,ip-614554,Midwest,Discover,Chase,1818,False,0,695,False,114.9,LOW,False
EVT-10976,2026-05-18T22:54:19Z,normal,252.77,POS Retail,0.3092,4,mobile,FP-46574,ip-549247,Northeast,Mastercard,US Bank,1986,False,0,553,False,111.3,LOW,False
EVT-10800,2026-05-18T22:55:19Z,normal,61.38,E-Commerce,0.3003,4,tablet,FP-79105,ip-116053,West,Mastercard,PNC Bank,1383,False,1,891,False,25.2,LOW,False
EVT-10765,2026-05-18T22:57:19Z,normal,195.91,Wire Transfer,0.0462,1,desktop,FP-55093,ip-972257,Southeast,Mastercard,Citibank,1616,False,0,735,False,180.2,LOW,False
EVT-10362,2026-05-18T23:01:19Z,normal,290.5,Crypto Exchange,0.0293,4,mobile,FP-35949,ip-516884,Southwest,Discover,Bank of America,870,False,1,702,False,37.3,LOW,False
EVT-10044,2026-05-18T23:01:19Z,fraudulent,42102.86,Subscription,0.9481,44,unknown,FP-49498,ip-171328,Southeast,Discover,Bank of America,2,True,3,40,False,86.6,VERY_HIGH,False
EVT-10100,2026-05-18T23:01:19Z,fraudulent,36079.29,Subscription,0.7957,28,mobile,FP-18750,ip-843357,Northeast,Discover,PNC Bank,18,True,2,58,False,37.5,VERY_HIGH,True
EVT-10689,2026-05-18T23:02:19Z,normal,731.37,Subscription,0.1193,4,tablet,FP-16112,ip-772064,Northwest,Amex,Wells Fargo,2292,False,1,795,False,59.8,LOW,False
EVT-10751,2026-05-18T23:07:19Z,normal,2658.93,POS Retail,0.2429,6,mobile,FP-90380,ip-282126,Northwest,Visa,Citibank,2905,False,0,672,False,114.8,LOW,False
EVT-10350,2026-05-18T23:13:19Z,fraudulent,9969.74,ATM,0.8594,27,mobile,FP-76216,ip-592215,West,Visa,PNC Bank,2,True,5,33,True,1410.4,VERY_HIGH,True
EVT-10500,2026-05-18T23:13:19Z,normal,690.15,POS Retail,0.3847,3,tablet,FP-68910,ip-336214,Northeast,Amex,Chase,3548,False,0,563,False,58.0,MEDIUM,False
EVT-10947,2026-05-18T23:14:19Z,fraudulent,44473.59,Wire Transfer,0.9181,34,tablet,FP-31054,ip-514030,Northeast,Discover,TD Bank,13,True,4,29,False,105.5,VERY_HIGH,True
EVT-10448,2026-05-18T23:16:19Z,normal,825.84,Wire Transfer,0.1421,6,tablet,FP-97074,ip-412182,Northwest,Mastercard,US Bank,2280,False,1,201,False,70.6,LOW,False
EVT-10889,2026-05-18T23:16:19Z,normal,191.48,ATM,0.3156,4,tablet,FP-42562,ip-490328,Southeast,Mastercard,Chase,3648,False,0,670,False,129.0,LOW,False
EVT-10756,2026-05-18T23:17:19Z,normal,1423.5,Subscription,0.0778,7,tablet,FP-47615,ip-588543,Midwest,Visa,Capital One,2675,False,1,469,False,195.0,LOW,False
EVT-10345,2026-05-18T23:17:19Z,normal,1853.98,ATM,0.1722,3,desktop,FP-41906,ip-195307,Midwest,Visa,Bank of America,1211,False,1,206,False,184.6,LOW,False
EVT-10155,2026-05-18T23:18:19Z,normal,1893.76,Wire Transfer,0.2899,6,mobile,FP-20307,ip-577692,Midwest,Discover,Citibank,2836,False,1,791,False,60.1,LOW,False
EVT-10619,2026-05-18T23:21:19Z,normal,1778.08,Subscription,0.3746,3,desktop,FP-71423,ip-282464,Southwest,Amex,Chase,2389,False,0,705,False,111.7,MEDIUM,False
EVT-10706,2026-05-18T23:22:19Z,normal,1486.63,ATM,0.3265,4,unknown,FP-16112,ip-610553,Northeast,Amex,Chase,1114,False,1,549,False,128.9,LOW,False
EVT-10474,2026-05-18T23:22:19Z,normal,4457.37,Subscription,0.3825,7,unknown,FP-20307,ip-960059,Midwest,Mastercard,PNC Bank,2145,False,1,782,False,151.3,MEDIUM,False
EVT-10098,2026-05-18T23:23:19Z,normal,1355.96,Subscription,0.021,5,unknown,FP-12044,ip-754294,Northwest,Amex,US Bank,227,False,0,836,False,0.9,LOW,False
EVT-10236,2026-05-18T23:24:19Z,normal,608.06,E-Commerce,0.1419,1,tablet,FP-34940,ip-972435,Southwest,Visa,TD Bank,457,False,0,278,False,23.4,LOW,False
EVT-10435,2026-05-18T23:24:19Z,normal,982.23,E-Commerce,0.0546,1,tablet,FP-69571,ip-335025,West,Mastercard,Bank of America,3163,False,0,371,False,161.1,LOW,False
EVT-10377,2026-05-18T23:25:19Z,normal,4999.0,Subscription,0.3132,5,unknown,FP-83261,ip-226201,Southwest,Mastercard,Wells Fargo,1719,False,0,447,False,143.6,LOW,False
EVT-10527,2026-05-18T23:28:19Z,normal,4999.0,Wire Transfer,0.2198,3,mobile,FP-50534,ip-488871,Southwest,Visa,Bank of America,1060,False,1,804,False,94.7,LOW,False
EVT-10857,2026-05-18T23:29:19Z,normal,414.46,Wire Transfer,0.0379,1,desktop,FP-60132,ip-750989,Southeast,Mastercard,Chase,2876,False,0,149,False,114.0,LOW,False
EVT-10372,2026-05-18T23:29:19Z,normal,391.67,Subscription,0.3227,4,mobile,FP-54759,ip-226201,Northwest,Mastercard,Citibank,2666,False,0,118,False,16.2,LOW,False
EVT-10473,2026-05-18T23:31:19Z,normal,1092.45,Subscription,0.234,7,desktop,FP-50540,ip-773942,Midwest,Amex,Wells Fargo,3266,False,1,761,False,9.9,LOW,False
EVT-10163,2026-05-18T23:31:19Z,fraudulent,57413.63,Wire Transfer,0.7525,24,desktop,FP-18475,ip-337172,Northeast,Visa,Citibank,21,False,2,12,True,1129.0,VERY_HIGH,True
EVT-10929,2026-05-18T23:32:19Z,normal,681.31,Subscription,0.2307,2,desktop,FP-87009,ip-105859,Northeast,Amex,PNC Bank,1330,False,1,818,False,199.9,LOW,False
EVT-10691,2026-05-18T23:32:19Z,fraudulent,58716.87,Subscription,0.986,21,tablet,FP-72762,ip-621297,Northeast,Visa,Wells Fargo,20,False,5,41,True,2151.4,VERY_HIGH,False
EVT-10347,2026-05-18T23:34:19Z,normal,40.41,Crypto Exchange,0.1991,3,unknown,FP-85576,ip-598631,Southeast,Mastercard,US Bank,3049,False,0,838,False,38.2,LOW,False
EVT-10248,2026-05-18T23:39:19Z,normal,4999.0,ATM,0.2471,2,tablet,FP-52440,ip-207004,Midwest,Discover,TD Bank,2308,False,1,134,False,40.8,LOW,False
EVT-10793,2026-05-18T23:40:19Z,suspicious,8716.63,Crypto Exchange,0.5264,8,tablet,FP-37135,ip-195307,Northeast,Mastercard,Bank of America,627,False,1,407,False,68.8,MEDIUM,True
EVT-10918,2026-05-18T23:42:19Z,normal,463.44,POS Retail,0.0819,1,tablet,FP-34940,ip-441991,Northeast,Visa,Capital One,2455,False,1,94,False,194.3,LOW,False
EVT-10679,2026-05-18T23:44:19Z,normal,1102.59,ATM,0.1478,6,tablet,FP-90826,ip-108924,Southeast,Mastercard,Citibank,457,False,0,510,False,62.8,LOW,False
EVT-10205,2026-05-18T23:45:19Z,suspicious,13187.72,ATM,0.6808,10,unknown,FP-86956,ip-516706,Southwest,Visa,Wells Fargo,3095,False,1,81,False,20.2,HIGH,True
EVT-10213,2026-05-18T23:48:19Z,suspicious,11466.52,E-Commerce,0.6479,15,tablet,FP-49498,ip-335025,Southwest,Visa,Citibank,1264,False,1,823,False,156.3,HIGH,True
EVT-10287,2026-05-18T23:49:19Z,normal,344.46,ATM,0.2514,6,mobile,FP-66678,ip-745200,Midwest,Amex,Capital One,2684,False,0,171,False,70.5,LOW,False
EVT-10952,2026-05-18T23:49:19Z,normal,1218.25,Crypto Exchange,0.3935,4,tablet,FP-50111,ip-122373,West,Discover,Wells Fargo,749,False,1,428,False,39.9,MEDIUM,False
EVT-10150,2026-05-18T23:49:19Z,suspicious,5107.45,Wire Transfer,0.5067,11,tablet,FP-87009,ip-933824,Northeast,Amex,Capital One,3151,False,0,891,False,127.8,MEDIUM,False
EVT-10678,2026-05-18T23:49:19Z,fraudulent,40633.91,POS Retail,0.9203,40,mobile,FP-50534,ip-545558,Midwest,Discover,TD Bank,21,True,2,17,False,163.8,VERY_HIGH,False
EVT-10424,2026-05-18T23:50:19Z,normal,343.44,Crypto Exchange,0.1373,3,mobile,FP-74534,ip-488871,West,Amex,Wells Fargo,557,False,0,686,False,9.9,LOW,False
EVT-10113,2026-05-18T23:50:19Z,normal,3738.53,POS Retail,0.0203,6,tablet,FP-40832,ip-339282,Northwest,Amex,Chase,2941,False,0,475,False,95.1,LOW,False
EVT-10846,2026-05-18T23:53:19Z,suspicious,5831.8,POS Retail,0.5917,13,desktop,FP-29312,ip-992243,Midwest,Amex,Wells Fargo,1135,False,0,182,False,49.1,HIGH,False
EVT-10892,2026-05-18T23:53:19Z,normal,227.56,Crypto Exchange,0.1584,1,desktop,FP-27052,ip-823711,Midwest,Discover,TD Bank,2726,False,1,281,False,15.2,LOW,False
EVT-10496,2026-05-18T23:54:19Z,normal,614.77,Wire Transfer,0.0685,1,tablet,FP-68897,ip-782666,Midwest,Discover,Chase,689,False,0,585,False,72.5,LOW,False
EVT-10971,2026-05-18T23:54:19Z,suspicious,5296.7,Subscription,0.4625,18,desktop,FP-78501,ip-497050,Southwest,Amex,Citibank,1105,False,1,261,False,50.6,MEDIUM,True
EVT-10476,2026-05-18T23:56:19Z,fraudulent,38464.77,POS Retail,0.813,26,desktop,FP-52440,ip-856713,Southeast,Discover,TD Bank,3,False,5,37,True,1680.3,VERY_HIGH,True
EVT-10033,2026-05-18T23:56:19Z,normal,225.96,Subscription,0.3927,4,unknown,FP-86956,ip-477202,West,Amex,Capital One,1103,False,0,887,False,180.7,MEDIUM,False
EVT-10498,2026-05-18T23:56:19Z,normal,482.5,Subscription,0.2281,2,desktop,FP-23885,ip-476339,Midwest,Amex,TD Bank,3348,False,0,420,False,56.3,LOW,False
EVT-10618,2026-05-18T23:57:19Z,suspicious,14354.85,ATM,0.4754,13,desktop,FP-80745,ip-843661,West,Amex,TD Bank,2347,False,0,148,False,38.5,MEDIUM,False
EVT-10493,2026-05-18T23:58:19Z,normal,59.03,Wire Transfer,0.0252,3,tablet,FP-31488,ip-211378,West,Discover,Bank of America,434,False,0,826,False,25.7,LOW,False
EVT-10921,2026-05-18T23:59:19Z,fraudulent,18258.93,Wire Transfer,0.8737,18,unknown,FP-18032,ip-436291,West,Visa,Bank of America,2,True,5,21,False,148.9,VERY_HIGH,True
EVT-10907,2026-05-19T00:02:19Z,normal,619.35,Subscription,0.0222,5,desktop,FP-42562,ip-108924,Northeast,Amex,Citibank,427,False,0,227,False,1.1,LOW,False
EVT-10635,2026-05-19T00:02:19Z,suspicious,6249.91,Subscription,0.6173,19,unknown,FP-57382,ip-282126,Northeast,Visa,Wells Fargo,2806,False,0,539,False,25.6,HIGH,True
EVT-10945,2026-05-19T00:03:19Z,fraudulent,42535.88,Wire Transfer,0.9465,44,unknown,FP-80745,ip-345017,Southwest,Discover,Wells Fargo,2,False,3,10,False,41.1,VERY_HIGH,False
EVT-10120,2026-05-19T00:04:19Z,normal,282.07,ATM,0.1992,6,tablet,FP-48970,ip-750989,Midwest,Amex,TD Bank,3324,False,1,899,False,178.0,LOW,False
EVT-10680,2026-05-19T00:09:19Z,suspicious,10061.94,ATM,0.6613,19,unknown,FP-19552,ip-543485,Southwest,Mastercard,Capital One,226,False,0,608,False,114.5,HIGH,True
EVT-10110,2026-05-19T00:09:19Z,normal,4999.0,Subscription,0.3457,6,unknown,FP-67947,ip-588543,Midwest,Visa,US Bank,3456,False,0,136,False,87.6,LOW,False
EVT-10749,2026-05-19T00:10:19Z,fraudulent,27727.82,Crypto Exchange,0.9445,31,mobile,FP-21530,ip-502320,Southwest,Mastercard,Citibank,28,False,5,13,False,42.6,VERY_HIGH,False
EVT-10676,2026-05-19T00:11:19Z,normal,172.92,E-Commerce,0.238,6,tablet,FP-71782,ip-964255,Northeast,Discover,Bank of America,433,False,0,233,False,92.3,LOW,False
EVT-10725,2026-05-19T00:12:19Z,normal,140.04,Subscription,0.0671,1,tablet,FP-51664,ip-510198,Southwest,Visa,Wells Fargo,2714,False,1,236,False,119.5,LOW,False
EVT-10363,2026-05-19T00:13:19Z,normal,923.33,Subscription,0.2747,2,tablet,FP-23707,ip-433829,Southwest,Mastercard,Wells Fargo,1206,False,0,554,False,111.9,LOW,False
EVT-10008,2026-05-19T00:13:19Z,fraudulent,38790.89,Subscription,0.7466,21,tablet,FP-13353,ip-375360,Southeast,Discover,PNC Bank,24,True,5,57,False,156.5,HIGH,True
EVT-10131,2026-05-19T00:17:19Z,normal,153.88,Subscription,0.304,1,tablet,FP-67947,ip-696967,Northwest,Discover,Citibank,291,False,1,193,False,145.7,LOW,False
EVT-10820,2026-05-19T00:18:19Z,normal,273.74,Subscription,0.1761,1,desktop,FP-78390,ip-475331,West,Mastercard,TD Bank,2263,False,1,868,False,70.1,LOW,False
EVT-10920,2026-05-19T00:18:19Z,normal,518.92,POS Retail,0.2824,2,unknown,FP-99648,ip-651206,Southeast,Amex,Bank of America,216,False,1,720,False,61.7,LOW,False
EVT-10159,2026-05-19T00:23:19Z,fraudulent,38760.55,Crypto Exchange,0.8368,43,tablet,FP-55504,ip-579840,West,Amex,US Bank,16,True,2,43,False,94.5,VERY_HIGH,True
EVT-10436,2026-05-19T00:25:19Z,normal,1765.01,Subscription,0.2521,7,mobile,FP-34940,ip-541635,Northeast,Discover,PNC Bank,2849,False,1,484,False,54.3,LOW,False
EVT-10464,2026-05-19T00:27:19Z,normal,669.57,ATM,0.166,7,tablet,FP-77027,ip-934751,Southeast,Amex,PNC Bank,1271,False,1,367,False,24.8,LOW,False
EVT-10280,2026-05-19T00:29:19Z,suspicious,13663.91,Crypto Exchange,0.5371,9,mobile,FP-46574,ip-497050,Northwest,Mastercard,Chase,2795,False,0,337,False,162.4,MEDIUM,False
EVT-10226,2026-05-19T00:34:19Z,normal,202.06,Wire Transfer,0.3581,4,mobile,FP-31054,ip-469197,Southeast,Amex,Wells Fargo,1509,False,0,452,False,89.5,MEDIUM,False
EVT-10524,2026-05-19T00:36:19Z,fraudulent,39400.52,POS Retail,0.8654,38,unknown,FP-21530,ip-810105,West,Amex,PNC Bank,21,False,4,46,False,145.4,VERY_HIGH,False
EVT-10048,2026-05-19T00:39:19Z,normal,1138.4,E-Commerce,0.0602,4,mobile,FP-97074,ip-625687,Northeast,Visa,TD Bank,201,False,0,831,False,37.7,LOW,False
EVT-10597,2026-05-19T00:42:19Z,fraudulent,50140.47,Wire Transfer,0.9298,43,mobile,FP-18475,ip-171328,Northwest,Amex,Capital One,12,False,2,51,False,50.8,VERY_HIGH,True
EVT-10218,2026-05-19T00:42:19Z,normal,1508.5,ATM,0.0016,1,desktop,FP-75011,ip-427310,Southeast,Mastercard,TD Bank,2822,False,0,199,False,80.5,LOW,False
EVT-10612,2026-05-19T00:45:19Z,normal,1095.32,Subscription,0.311,1,unknown,FP-31559,ip-433829,Midwest,Discover,Wells Fargo,1562,False,1,128,False,177.0,LOW,False
EVT-10639,2026-05-19T00:45:19Z,normal,462.9,E-Commerce,0.1004,2,tablet,FP-68897,ip-471313,Northeast,Mastercard,Bank of America,1713,False,1,740,False,45.8,LOW,False
EVT-10835,2026-05-19T00:50:19Z,suspicious,6968.7,POS Retail,0.6429,11,mobile,FP-52259,ip-747933,Southeast,Visa,Capital One,782,False,0,118,False,132.8,HIGH,False
EVT-10613,2026-05-19T00:57:19Z,normal,1708.87,POS Retail,0.3639,2,unknown,FP-37355,ip-276791,Southwest,Mastercard,Citibank,1820,False,0,736,False,166.4,MEDIUM,False
EVT-10497,2026-05-19T00:57:19Z,normal,2188.5,Crypto Exchange,0.0405,2,tablet,FP-69835,ip-827793,Southeast,Visa,PNC Bank,2300,False,0,674,False,22.0,LOW,False
EVT-10188,2026-05-19T00:58:19Z,normal,264.53,POS Retail,0.3018,5,unknown,FP-81715,ip-750989,Northeast,Amex,Bank of America,3152,False,0,90,False,43.3,LOW,False
EVT-10364,2026-05-19T00:59:19Z,suspicious,13046.42,Wire Transfer,0.6602,9,unknown,FP-71423,ip-993137,Southwest,Discover,US Bank,1871,False,0,330,False,154.2,HIGH,True
EVT-10029,2026-05-19T01:04:19Z,normal,348.44,POS Retail,0.1973,7,mobile,FP-56189,ip-348262,Northwest,Amex,Capital One,1538,False,0,766,False,127.5,LOW,False
EVT-10203,2026-05-19T01:04:19Z,suspicious,13155.63,POS Retail,0.5264,18,unknown,FP-49304,ip-193062,Southwest,Mastercard,Citibank,2480,False,1,109,False,132.9,MEDIUM,True
EVT-10990,2026-05-19T01:06:19Z,suspicious,17753.38,E-Commerce,0.7087,13,tablet,FP-17735,ip-214819,Northeast,Discover,Citibank,1762,False,1,248,False,22.2,HIGH,True
EVT-10608,2026-05-19T01:08:19Z,fraudulent,14173.85,ATM,0.8688,31,tablet,FP-76216,ip-375360,Northeast,Amex,Citibank,25,True,2,39,False,148.0,VERY_HIGH,True
EVT-10685,2026-05-19T01:08:19Z,fraudulent,39183.51,E-Commerce,0.8889,18,tablet,FP-73464,ip-958394,Southwest,Discover,Wells Fargo,19,False,2,47,False,134.5,VERY_HIGH,False
EVT-10620,2026-05-19T01:09:19Z,suspicious,13608.69,Crypto Exchange,0.583,15,tablet,FP-80340,ip-804460,Southeast,Mastercard,Wells Fargo,289,False,1,877,False,32.5,HIGH,True
EVT-10852,2026-05-19T01:09:19Z,normal,3443.83,Crypto Exchange,0.1372,6,tablet,FP-55093,ip-217951,Southeast,Visa,Bank of America,3294,False,0,753,False,107.9,LOW,False
EVT-10074,2026-05-19T01:10:19Z,fraudulent,43576.51,POS Retail,0.9868,32,tablet,FP-15247,ip-520396,Southwest,Mastercard,US Bank,12,True,4,58,False,4.6,VERY_HIGH,True
EVT-10529,2026-05-19T01:11:19Z,normal,2306.88,POS Retail,0.2055,6,desktop,FP-34940,ip-359138,Southwest,Mastercard,Capital One,2560,False,0,454,False,6.1,LOW,False
EVT-10382,2026-05-19T01:15:19Z,fraudulent,55038.64,Subscription,0.7806,22,unknown,FP-87272,ip-917721,Southwest,Discover,Bank of America,18,True,5,37,False,89.0,VERY_HIGH,True
EVT-10342,2026-05-19T01:16:19Z,fraudulent,58594.31,Subscription,0.731,30,unknown,FP-21530,ip-637241,Northwest,Amex,TD Bank,27,True,4,12,False,104.6,HIGH,True
EVT-10252,2026-05-19T01:17:19Z,normal,180.68,POS Retail,0.2377,3,mobile,FP-54759,ip-119902,Northwest,Amex,Capital One,1234,False,1,800,False,94.4,LOW,False
EVT-10622,2026-05-19T01:18:19Z,normal,1333.98,ATM,0.1484,7,tablet,FP-85751,ip-653177,Northeast,Mastercard,Bank of America,1257,False,0,177,False,46.7,LOW,False
EVT-10767,2026-05-19T01:18:19Z,normal,588.34,E-Commerce,0.2893,4,mobile,FP-25027,ip-133671,Midwest,Visa,US Bank,1040,False,0,386,False,99.3,LOW,False
EVT-10395,2026-05-19T01:19:19Z,fraudulent,25460.21,Wire Transfer,0.8789,38,unknown,FP-48970,ip-335025,Southeast,Amex,Chase,27,True,3,20,False,182.4,VERY_HIGH,True
EVT-10656,2026-05-19T01:20:19Z,normal,535.64,Subscription,0.2493,1,tablet,FP-17888,ip-610553,Northwest,Amex,TD Bank,333,False,1,613,False,163.1,LOW,False
EVT-10198,2026-05-19T01:21:19Z,normal,46.37,E-Commerce,0.2408,2,mobile,FP-49169,ip-940934,Northeast,Visa,US Bank,120,False,1,772,False,30.1,LOW,False
EVT-10491,2026-05-19T01:21:19Z,normal,682.69,Crypto Exchange,0.299,1,unknown,FP-89909,ip-577692,Southwest,Visa,Capital One,1631,False,1,577,False,35.6,LOW,False
EVT-10670,2026-05-19T01:22:19Z,normal,440.97,E-Commerce,0.0631,1,unknown,FP-49304,ip-469197,Northwest,Mastercard,Wells Fargo,592,False,0,470,False,141.7,LOW,False
EVT-10442,2026-05-19T01:25:19Z,fraudulent,13852.11,Crypto Exchange,0.7972,28,unknown,FP-56189,ip-787805,Midwest,Mastercard,Capital One,23,True,3,44,False,126.0,VERY_HIGH,True
EVT-10994,2026-05-19T01:26:19Z,normal,957.65,Subscription,0.2077,6,mobile,FP-42997,ip-351367,Southwest,Mastercard,Citibank,1376,False,1,887,False,92.7,LOW,False
EVT-10684,2026-05-19T01:28:19Z,normal,372.46,POS Retail,0.2006,5,tablet,FP-55504,ip-709931,Northwest,Amex,Wells Fargo,3523,False,0,432,False,147.1,LOW,False
EVT-10543,2026-05-19T01:29:19Z,fraudulent,11537.19,E-Commerce,0.7638,34,tablet,FP-76216,ip-684861,West,Discover,Capital One,27,False,3,25,False,152.0,VERY_HIGH,True
EVT-10736,2026-05-19T01:31:19Z,normal,431.65,Wire Transfer,0.2839,5,unknown,FP-50534,ip-639443,Southeast,Amex,Citibank,3434,False,0,255,False,151.2,LOW,False
EVT-10430,2026-05-19T01:32:19Z,normal,4614.4,E-Commerce,0.3032,4,desktop,FP-30451,ip-369993,Southeast,Mastercard,PNC Bank,2687,False,0,98,False,163.0,LOW,False
EVT-10926,2026-05-19T01:36:19Z,normal,69.41,Crypto Exchange,0.2845,4,mobile,FP-44872,ip-335025,Midwest,Visa,Bank of America,3576,False,1,315,False,79.2,LOW,False
EVT-10181,2026-05-19T01:37:19Z,fraudulent,11335.23,Subscription,0.9219,27,desktop,FP-97805,ip-843661,Southwest,Mastercard,Chase,12,True,4,32,True,3483.2,VERY_HIGH,True
EVT-10485,2026-05-19T01:39:19Z,normal,1258.79,Crypto Exchange,0.1551,2,unknown,FP-17888,ip-917721,Midwest,Mastercard,Wells Fargo,1157,False,0,160,False,82.3,LOW,False
EVT-10569,2026-05-19T01:41:19Z,normal,113.95,Subscription,0.2019,2,mobile,FP-42562,ip-348262,Northwest,Discover,PNC Bank,3138,False,0,372,False,143.9,LOW,False
